model_comparison_condition_key,agent_a_type,scenario_key,persona_key,speech_pattern_key,run_type,tts_engine,asr_engine,asr_beam_size,network_seed,agent_a_audio_persona,agent_b_audio_persona,speech_performance_band,model_param_key,objective_mode,iteration,transfer_tolerance,dialogue_stagnation_limit,model_count,completed_model_count,successful_model_count,model::Qwen2.5-0.5B-Instruct::condition_state,model::Qwen2.5-0.5B-Instruct::task_success,model::Qwen2.5-0.5B-Instruct::route_valid,model::Qwen2.5-0.5B-Instruct::constraint_satisfaction,model::Qwen2.5-0.5B-Instruct::word_error_rate,model::Qwen2.5-0.5B-Instruct::turn_count,model::Qwen2.5-0.5B-Instruct::failure_phase,model::Qwen2.5-0.5B-Instruct::source_run,model::SmolLM2-360M-Instruct::condition_state,model::SmolLM2-360M-Instruct::task_success,model::SmolLM2-360M-Instruct::route_valid,model::SmolLM2-360M-Instruct::constraint_satisfaction,model::SmolLM2-360M-Instruct::word_error_rate,model::SmolLM2-360M-Instruct::turn_count,model::SmolLM2-360M-Instruct::failure_phase,model::SmolLM2-360M-Instruct::source_run,model::TinyLlama-1.1B-Chat-v1.0::condition_state,model::TinyLlama-1.1B-Chat-v1.0::task_success,model::TinyLlama-1.1B-Chat-v1.0::route_valid,model::TinyLlama-1.1B-Chat-v1.0::constraint_satisfaction,model::TinyLlama-1.1B-Chat-v1.0::word_error_rate,model::TinyLlama-1.1B-Chat-v1.0::turn_count,model::TinyLlama-1.1B-Chat-v1.0::failure_phase,model::TinyLlama-1.1B-Chat-v1.0::source_run,model::gemma-2-2b-it::condition_state,model::gemma-2-2b-it::task_success,model::gemma-2-2b-it::route_valid,model::gemma-2-2b-it::constraint_satisfaction,model::gemma-2-2b-it::word_error_rate,model::gemma-2-2b-it::turn_count,model::gemma-2-2b-it::failure_phase,model::gemma-2-2b-it::source_run,model::Phi-3-mini-4k-instruct::condition_state,model::Phi-3-mini-4k-instruct::task_success,model::Phi-3-mini-4k-instruct::route_valid,model::Phi-3-mini-4k-instruct::constraint_satisfaction,model::Phi-3-mini-4k-instruct::word_error_rate,model::Phi-3-mini-4k-instruct::turn_count,model::Phi-3-mini-4k-instruct::failure_phase,model::Phi-3-mini-4k-instruct::source_run,model::Qwen2.5-1.5B-Instruct::condition_state,model::Qwen2.5-1.5B-Instruct::task_success,model::Qwen2.5-1.5B-Instruct::route_valid,model::Qwen2.5-1.5B-Instruct::constraint_satisfaction,model::Qwen2.5-1.5B-Instruct::word_error_rate,model::Qwen2.5-1.5B-Instruct::turn_count,model::Qwen2.5-1.5B-Instruct::failure_phase,model::Qwen2.5-1.5B-Instruct::source_run,model::Qwen3-4B-Instruct-2507::condition_state,model::Qwen3-4B-Instruct-2507::task_success,model::Qwen3-4B-Instruct-2507::route_valid,model::Qwen3-4B-Instruct-2507::constraint_satisfaction,model::Qwen3-4B-Instruct-2507::word_error_rate,model::Qwen3-4B-Instruct-2507::turn_count,model::Qwen3-4B-Instruct-2507::failure_phase,model::Qwen3-4B-Instruct-2507::source_run,model::Mistral-7B-Instruct-v0.3::condition_state,model::Mistral-7B-Instruct-v0.3::task_success,model::Mistral-7B-Instruct-v0.3::route_valid,model::Mistral-7B-Instruct-v0.3::constraint_satisfaction,model::Mistral-7B-Instruct-v0.3::word_error_rate,model::Mistral-7B-Instruct-v0.3::turn_count,model::Mistral-7B-Instruct-v0.3::failure_phase,model::Mistral-7B-Instruct-v0.3::source_run,model::Qwen2.5-7B-Instruct::condition_state,model::Qwen2.5-7B-Instruct::task_success,model::Qwen2.5-7B-Instruct::route_valid,model::Qwen2.5-7B-Instruct::constraint_satisfaction,model::Qwen2.5-7B-Instruct::word_error_rate,model::Qwen2.5-7B-Instruct::turn_count,model::Qwen2.5-7B-Instruct::failure_phase,model::Qwen2.5-7B-Instruct::source_run
MC-841dbfa4d80d,userlm,midday_transfer,risk_averse_novice,severe_channel,audio_variant,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,temp0.7,shortest_valid_route_with_constraints,0,,,6,5,0,completed,False,False,,,19.0,,20260710_200803_b-n0001,,,,,,,,,completed,False,False,,,20.0,,20260710_221619_b-n0001,,,,,,,,,completed,False,False,,,15.0,,20260711_163155_b-n0001,completed,False,False,,,9.0,,20260713_041550_b-n0001,,,,,,,,,not_started,,,,,,,20260712_133027_b-n0001,completed,False,False,,,5.0,,20260713_060106_b-n0001
MC-843141292ebb,userlm,midday_transfer,focused_commuter,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,3,0,completed,False,True,1.0,,13.0,,20260710_221548_b-n0001,,,,,,,,,completed,False,True,1.0,,13.0,,20260711_005135_b-n0001,,,,,,,,,completed,False,True,1.0,,13.0,,20260711_185018_b-n0001,interrupted,,,,,,NameError,20260712_145427_b-n0001_02,,,,,,,,,not_started,,,,,,,20260712_141544_b-n0001,interrupted,,,,,,NameError,20260712_131522_b-n0001
MC-862e7d2d0e8e,userlm,airport_connection,risk_averse_novice,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,5,5,completed,True,True,1.0,,11.0,,20260713_211034_b-n0001,,,,,,,,,completed,True,True,1.0,,13.0,,20260713_211034_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_214756_b-n0001,completed,True,True,1.0,,11.0,,20260713_132754_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_214512_b-n0001
MC-88c4b0457130,userlm,morning_peak_cross_city,crowd_averse_rider,mostly_clean,text_only,piper,faster_whisper,11,77,neutral_caller,clear_operator,nominal,temp0.7,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,ValueError,20260710_200831_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260710_222449_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260711_155348_b-n0001,not_started,,,,,,,20260713_211056_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211034_b-n0001_02
MC-89cbc30ccd79,userlm,late_event,multi_stop_errand_runner,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,5,5,completed,True,True,1.0,,11.0,,20260713_120154_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_115747_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_115801_b-n0001,completed,True,True,1.0,,11.0,,20260713_115626_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260713_115603_b-n0001
MC-8b84c4863a59,userlm,midday_transfer,focused_commuter,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,3,2,completed,True,True,1.0,,13.0,,20260710_222449_b-n0001,,,,,,,,,completed,False,True,1.0,,20.0,,20260711_010136_b-n0001,,,,,,,,,completed,True,True,1.0,,15.0,,20260711_190419_b-n0001,interrupted,,,,,,NameError,20260712_145557_b-n0001,,,,,,,,,not_started,,,,,,,20260712_141713_b-n0001_02,interrupted,,,,,,NameError,20260712_131653_b-n0001
MC-8b8f51ff4a72,userlm,late_event,multi_stop_errand_runner,clean,text_only,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,5,5,completed,True,True,1.0,,11.0,,20260713_114700_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_114613_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_114613_b-n0001,completed,True,True,1.0,,11.0,,20260713_114621_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_114613_b-n0001
MC-8ba329af820e,userlm,late_event,delay_sensitive_traveler,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_212839_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_204425_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_202210_b-n0001,completed,True,True,1.0,,11.0,,20260713_075000_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_183614_b-n0001
MC-8c242a51e1e0,userlm,hospital_appointment,crowd_averse_rider,severe_channel,audio_variant,piper,faster_whisper,1,77,barely_understandable_caller,barely_understandable_operator,floor,temp0.7,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211206_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211207_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211257_b-n0001,not_started,,,,,,,20260713_211236_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211256_b-n0001
MC-8d7bd80b412d,userlm,morning_peak_cross_city,risk_averse_novice,hesitant,audio_variant,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,6,3,0,completed,False,True,1.0,,20.0,,20260710_215015_b-n0001_03,,,,,,,,,completed,False,True,1.0,,20.0,,20260711_013709_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_195318_b-n0001_03,completed,False,True,1.0,,20.0,,20260713_090006_b-n0001,,,,,,,,,not_started,,,,,,,20260712_140038_b-n0001,interrupted,,,,,,NameError,20260712_180248_b-n0001
MC-8dbcba6d8eb1,userlm,late_event,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_214110_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_205226_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_203822_b-n0001,completed,True,True,1.0,,11.0,,20260713_074145_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_184724_b-n0001
MC-8dc55b117690,userlm,morning_peak_cross_city,accessibility_rider,clean,audio_variant,piper,faster_whisper,16,77,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211211_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211244_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211258_b-n0001,not_started,,,,,,,20260713_211239_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211256_b-n0001_02
MC-8dd243ba335e,userlm,midday_transfer,distracted_multitasker,clean,audio_variant,piper,faster_whisper,6,29,hesitant_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-8f0eec22e4f0,userlm,airport_connection,delay_sensitive_traveler,noisy_station,audio_variant,piper,faster_whisper,1,29,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-90982f382205,userlm,multi_destination_errands,crowd_averse_rider,mostly_clean,audio_variant,piper,faster_whisper,11,77,neutral_caller,clear_operator,nominal,temp0.7,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211625_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211618_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211723_b-n0001,not_started,,,,,,,20260713_211650_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211727_b-n0001
MC-90c267d06038,userlm,airport_connection,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,5,0,completed,False,True,1.0,,8.0,,20260713_213015_b-n0001,,,,,,,,,completed,False,True,1.0,,8.0,,20260713_213309_b-n0001,,,,,,,,,completed,False,True,1.0,,8.0,,20260713_222910_b-n0001,completed,False,True,1.0,,8.0,,20260713_211046_b-n0001,,,,,,,,,,,,,,,,,completed,False,True,1.0,,8.0,,20260713_223844_b-n0001
MC-90ff4d3f7a97,userlm,airport_connection,risk_averse_novice,clean,text_only,piper,faster_whisper,16,123,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_211805_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_204023_b-n0001_03,,,,,,,,,interrupted,,,,,,NameError,20260712_201344_b-n0001,completed,True,True,1.0,,11.0,,20260713_054031_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_182841_b-n0001_02
MC-91ebe0787ecc,userlm,late_event,risk_averse_novice,mostly_clean,text_only,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_213110_b-n0001_02,,,,,,,,,interrupted,,,,,,NameError,20260712_204625_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_202945_b-n0001_02,completed,True,True,1.0,,9.0,,20260713_075935_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_184322_b-n0001
MC-935c0d1a9372,userlm,morning_peak_cross_city,crowd_averse_rider,mostly_clean,audio_variant,piper,faster_whisper,11,77,neutral_caller,clear_operator,nominal,temp0.7,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,ValueError,20260710_201032_b-n0001_02,,,,,,,,,interrupted,,,,,,ValueError,20260710_222619_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260711_155448_b-n0001,not_started,,,,,,,20260713_211136_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211145_b-n0001_02
MC-9477a6fb83a8,userlm,airport_connection,delay_sensitive_traveler,mostly_clean,audio_variant,piper,faster_whisper,11,123,neutral_caller,clear_operator,nominal,temp0.7,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_211535_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_202748_b-n0001_02,,,,,,,,,interrupted,,,,,,NameError,20260712_201142_b-n0001,completed,True,True,1.0,,11.0,,20260713_053048_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_182611_b-n0001
MC-94e7f805d307,userlm,airport_connection,risk_averse_novice,clean,audio_variant,piper,faster_whisper,16,123,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_212037_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_204224_b-n0001_02,,,,,,,,,interrupted,,,,,,NameError,20260712_201618_b-n0001,completed,True,True,1.0,,13.0,,20260713_054843_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_183112_b-n0001_03
MC-969326b47088,userlm,airport_connection,risk_averse_novice,clean,text_only,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,3,3,not_started,,,,,,,20260713_142256_b-n0001,,,,,,,,,not_started,,,,,,,20260713_144526_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_211140_b-n0001,completed,True,True,1.0,,11.0,,20260713_131837_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_211034_b-n0001_03
MC-97d7bf6e2bde,userlm,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,9.0,,20260710_223550_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_011506_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_191921_b-n0001,interrupted,,,,,,NameError,20260712_145226_b-n0001,,,,,,,,,not_started,,,,,,,20260712_141543_b-n0001,interrupted,,,,,,NameError,20260712_131552_b-n0001
MC-99f7ce5218a2,userlm,hospital_appointment,focused_commuter,hesitant,audio_variant,piper,faster_whisper,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,5,5,0,completed,False,True,1.0,,8.0,,20260713_122754_b-n0001,,,,,,,,,completed,False,True,1.0,,8.0,,20260713_122100_b-n0001,,,,,,,,,completed,False,True,1.0,,8.0,,20260713_122517_b-n0001,completed,False,False,,,3.0,,20260713_121634_b-n0001,,,,,,,,,,,,,,,,,completed,False,True,1.0,,8.0,,20260713_121929_b-n0001
MC-9bbf2ed3e94b,userlm,late_event,focused_commuter,hesitant,text_only,piper,faster_whisper,6,123,degraded_caller,degraded_operator,challenging,temp0.7,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_213608_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_204826_b-n0001_02,,,,,,,,,interrupted,,,,,,NameError,20260712_203420_b-n0001,completed,True,True,1.0,,9.0,,20260713_072313_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_184319_b-n0001
MC-9c99575959fa,userlm,morning_peak_cross_city,risk_averse_novice,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,4,4,completed,True,True,1.0,,11.0,,20260710_210438_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_003633_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_190920_b-n0001,completed,True,True,1.0,,11.0,,20260713_081432_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135737_b-n0001_02,interrupted,,,,,,NameError,20260712_175340_b-n0001
MC-9e4a09075190,userlm,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,5,5,completed,True,True,1.0,,11.0,,20260710_203335_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_001504_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_180141_b-n0001,completed,True,True,1.0,,11.0,,20260713_054530_b-n0001,,,,,,,,,not_started,,,,,,,20260712_133930_b-n0001,completed,True,True,1.0,,11.0,,20260713_083602_b-n0001
MC-9eab943ea90b,userlm,hospital_appointment,multi_stop_errand_runner,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,5,5,completed,True,True,1.0,,11.0,,20260713_131414_b-n0001,,,,,,,,,completed,True,True,1.0,,13.0,,20260713_130810_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_131719_b-n0001,completed,True,True,1.0,,11.0,,20260713_125409_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260713_130645_b-n0001
MC-9efbf012d35f,userlm,hospital_appointment,risk_averse_novice,mostly_clean,text_only,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211236_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211236_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211333_b-n0001,not_started,,,,,,,20260713_211310_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211331_b-n0001
MC-a08f69f61026,userlm,late_event,risk_averse_novice,mostly_clean,audio_variant,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_213338_b-n0001_02,,,,,,,,,interrupted,,,,,,NameError,20260712_204826_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_203215_b-n0001,completed,True,True,1.0,,9.0,,20260713_080736_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_184520_b-n0001_02
MC-a26451e4b7cc,userlm,crowded_event_exit,accessibility_rider,severe_channel,text_only,piper,faster_whisper,1,123,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,5,1,1,interrupted,,,,,,NameError,20260712_212608_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_204018_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_202016_b-n0001,completed,True,True,1.0,,16.0,,20260713_063759_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_183112_b-n0001_02
MC-a36e16ced2b8,userlm,airport_connection,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,6,77,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,ValueError,20260710_203905_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260710_224822_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260711_170731_b-n0001,not_started,,,,,,,20260713_211434_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211416_b-n0001
MC-a453f93c548f,userlm,morning_peak_cross_city,risk_averse_novice,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,4,3,completed,False,True,1.0,,20.0,,20260710_211239_b-n0001,,,,,,,,,completed,True,True,1.0,,19.0,,20260711_004736_b-n0001,,,,,,,,,completed,True,True,1.0,,17.0,,20260711_192121_b-n0001,completed,True,True,1.0,,13.0,,20260713_082241_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135907_b-n0001_02,interrupted,,,,,,NameError,20260712_175542_b-n0001
MC-a45923594f46,userlm,morning_peak_cross_city,multi_stop_errand_runner,clean,audio_variant,piper,faster_whisper,16,123,high_clarity_caller,high_clarity_operator,ceiling,temp0.7,shortest_valid_route_with_constraints,0,,,5,1,0,interrupted,,,,,,NameError,20260712_211135_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_202548_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_200545_b-n0001,completed,False,True,1.0,,8.0,,20260713_032521_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_181603_b-n0001
MC-a61c78648b56,userlm,midday_transfer,delay_sensitive_traveler,hesitant,text_only,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,temp0.7,shortest_valid_route_with_constraints,0,,,6,5,5,completed,True,True,1.0,,9.0,,20260710_212140_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260710_234459_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_172635_b-n0001,completed,True,True,1.0,,9.0,,20260713_034704_b-n0001,,,,,,,,,not_started,,,,,,,20260712_132756_b-n0001,completed,True,True,1.0,,9.0,,20260713_050203_b-n0001
MC-a78e55001e50,userlm,crowded_event_exit,focused_commuter,mostly_clean,text_only,piper,faster_whisper,11,123,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211651_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211749_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211904_b-n0001,not_started,,,,,,,20260713_211810_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211808_b-n0001
MC-a7cb8d939b91,userlm,multi_destination_errands,accessibility_rider,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211824_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211817_b-n0001,,,,,,,,,not_started,,,,,,,20260713_213746_b-n0001,not_started,,,,,,,20260713_211848_b-n0001_02,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211931_b-n0001
MC-a8b6061ed8bc,userlm,airport_connection,risk_averse_novice,severe_channel,audio_variant,piper,vosk,1,77,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,ValueError,20260710_204506_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260710_225152_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260711_171032_b-n0001,not_started,,,,,,,20260713_211624_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211556_b-n0001
MC-aaa61892ecae,userlm,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,1,29,high_clarity_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-ac301a92b2d5,userlm,morning_peak_cross_city,crowd_averse_rider,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,4,4,completed,True,True,1.0,,11.0,,20260710_212210_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_011036_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_190249_b-n0001,completed,True,True,1.0,,11.0,,20260713_063157_b-n0001,,,,,,,,,not_started,,,,,,,20260712_134402_b-n0001,interrupted,,,,,,NameError,20260712_174938_b-n0001_02
MC-af84c9ce2bae,userlm,morning_peak_cross_city,risk_averse_novice,hesitant,text_only,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,9.0,,20260710_214214_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_012638_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_195151_b-n0001,completed,True,True,1.0,,9.0,,20260713_085139_b-n0001,,,,,,,,,not_started,,,,,,,20260712_140037_b-n0001,interrupted,,,,,,NameError,20260712_180116_b-n0001
MC-b16f951f0ba2,userlm,airport_connection,crowd_averse_rider,mostly_clean,text_only,piper,vosk,11,42,neutral_caller,clear_operator,nominal,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,5,5,completed,True,True,1.0,,9.0,,20260710_201833_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260710_222620_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_163827_b-n0001,completed,True,True,1.0,,9.0,,20260713_041924_b-n0001,,,,,,,,,not_started,,,,,,,20260712_132927_b-n0001,completed,True,True,1.0,,9.0,,20260713_060348_b-n0001
MC-b301e92a923b,userlm,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,text_only,piper,vosk,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,6,4,4,completed,True,True,1.0,,9.0,,20260710_203104_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_000030_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_183045_b-n0001,completed,True,True,1.0,,9.0,,20260713_074333_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135305_b-n0001_02,interrupted,,,,,,NameError,20260712_175542_b-n0001_02
