source_path,result_run_id,condition_id,agent_a_type,agent_b_model,agent_b_size,scenario_key,persona_key,speech_pattern_key,tts_engine,asr_engine,asr_search_width,task_success,route_valid,route_reaches_goal,outcome_band,outcome_rank
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_081149_b-n0001,20260713_081149_b-n0001,C-MPCC-DST-SC-PIP-VOS-QQ515-DEFAU-MED-I0-8fc74e3a2a-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,piper,vosk,1,False,False,False,unsuccessful_dialogue,0.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_081432_b-n0001,20260713_081432_b-n0001,C-MPCC-RAN-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-5b7bd7b812-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_081712_b-n0001,20260713_081712_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,multi_stop_errand_runner,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_082241_b-n0001,20260713_082241_b-n0001,C-MPCC-RAN-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-5b7bd7b812-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_082535_b-n0001,20260713_082535_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,multi_stop_errand_runner,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_083227_b-n0001,20260713_083227_b-n0001,C-MPCC-RAN-MC-PIP-VOS-QQ515-DEFAU-MED-I0-988dc02528-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_083506_b-n0001,20260713_083506_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,focused_commuter,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_084030_b-n0001,20260713_084030_b-n0001,C-MPCC-RAN-MC-PIP-VOS-QQ515-DEFAU-MED-I0-988dc02528-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,mostly_clean,piper,vosk,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_084233_b-n0001,20260713_084233_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,focused_commuter,hesitant,piper,faster_whisper,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_085116_b-n0001,20260713_085116_b-n0001,C-HA-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-f982ce9ada-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,delay_sensitive_traveler,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_085139_b-n0001,20260713_085139_b-n0001,C-MPCC-RAN-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-11c1c382cc-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_085939_b-n0001,20260713_085939_b-n0001,C-HA-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-f982ce9ada-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,delay_sensitive_traveler,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_090006_b-n0001,20260713_090006_b-n0001,C-MPCC-RAN-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-11c1c382cc-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,hesitant,piper,vosk,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_114159_b-n0001,20260713_114159_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_114229_b-n0001,20260713_114229_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,multi_stop_errand_runner,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_114554_b-n0001,20260713_114554_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_114621_b-n0001,20260713_114621_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,multi_stop_errand_runner,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_115209_b-n0001,20260713_115209_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_115329_b-n0001,20260713_115329_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,multi_stop_errand_runner,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_115516_b-n0001,20260713_115516_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_115626_b-n0001,20260713_115626_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,multi_stop_errand_runner,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_120258_b-n0001,20260713_120258_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_120538_b-n0001,20260713_120538_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,focused_commuter,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_120820_b-n0001,20260713_120820_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_120828_b-n0001,20260713_120828_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,focused_commuter,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_121130_b-n0001,20260713_121130_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_121341_b-n0001,20260713_121341_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,focused_commuter,hesitant,piper,faster_whisper,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_121634_b-n0001,20260713_121634_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,focused_commuter,hesitant,piper,faster_whisper,6,False,False,False,unsuccessful_dialogue,0.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_121654_b-n0001,20260713_121654_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_121920_b-n0001,20260713_121920_b-n0001,C-HA-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-f982ce9ada-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,delay_sensitive_traveler,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_122311_b-n0001,20260713_122311_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_122341_b-n0001,20260713_122341_b-n0001,C-HA-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-f982ce9ada-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,delay_sensitive_traveler,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_122752_b-n0001,20260713_122752_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_122832_b-n0001,20260713_122832_b-n0001,C-HA-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-f982ce9ada-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,delay_sensitive_traveler,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_123141_b-n0001,20260713_123141_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_123256_b-n0001,20260713_123256_b-n0001,C-HA-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-f982ce9ada-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,delay_sensitive_traveler,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_123624_b-n0001,20260713_123624_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_124006_b-n0001,20260713_124006_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-QQ515-PCP-MED-I0-79aa897563-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,multi_stop_errand_runner,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_124228_b-n0001,20260713_124228_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_124435_b-n0001,20260713_124435_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-QQ515-PCP-MED-I0-79aa897563-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,multi_stop_errand_runner,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_124858_b-n0001,20260713_124858_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_124936_b-n0001,20260713_124936_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-QQ515-PCP-MED-I0-79aa897563-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,multi_stop_errand_runner,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_125054_b-n0001,20260713_125054_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_125409_b-n0001,20260713_125409_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-QQ515-PCP-MED-I0-79aa897563-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,hospital_appointment,multi_stop_errand_runner,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_125731_b-n0001,20260713_125731_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_130148_b-n0001,20260713_130148_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_130155_b-n0001,20260713_130155_b-n0001,C-MDE-DST-HESIT-PIP-FWH-QQ515-PAP-MED-I0-76c81b8025-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,multi_destination_errands,delay_sensitive_traveler,hesitant,file,file,6,False,True,False,semi_successful,0.5
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_130626_b-n0001,20260713_130626_b-n0001,C-MDE-DST-HESIT-PIP-FWH-QQ515-PAP-MED-I0-76c81b8025-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,multi_destination_errands,delay_sensitive_traveler,hesitant,file,file,6,False,True,False,semi_successful,0.5
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_130736_b-n0001,20260713_130736_b-n0001,C-MDE-DST-HESIT-PIP-FWH-QQ515-PAP-MED-I0-76c81b8025-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,multi_destination_errands,delay_sensitive_traveler,hesitant,piper,faster_whisper,6,False,True,False,semi_successful,0.5
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_130825_b-n0001,20260713_130825_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_131025_b-n0001,20260713_131025_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_131134_b-n0001,20260713_131134_b-n0001,C-MDE-DST-HESIT-PIP-FWH-QQ515-PAP-MED-I0-76c81b8025-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,multi_destination_errands,delay_sensitive_traveler,hesitant,piper,faster_whisper,6,False,True,False,semi_successful,0.5
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_131617_b-n0001,20260713_131617_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-QQ515-PAP-MED-I0-a74936e081-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,risk_averse_novice,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_131656_b-n0001,20260713_131656_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_131837_b-n0001,20260713_131837_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-QQ515-PAP-MED-I0-a74936e081-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,risk_averse_novice,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_132104_b-n0001,20260713_132104_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_132548_b-n0001,20260713_132548_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-QQ515-PAP-MED-I0-a74936e081-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,risk_averse_novice,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_132752_b-n0001,20260713_132752_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_132754_b-n0001,20260713_132754_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-QQ515-PAP-MED-I0-a74936e081-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,risk_averse_novice,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_132932_b-n0001,20260713_132932_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_211046_b-n0001,20260713_211046_b-n0001,C-AC-DST-CLEAN-PIP-FWH-QQ515-PTB-MED-I0-37eb65c54f-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,delay_sensitive_traveler,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_212445_b-n0001,20260713_212445_b-n0001,C-AC-DST-CLEAN-PIP-FWH-QQ515-PTB-MED-I0-37eb65c54f-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,delay_sensitive_traveler,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\03-large-qwen2.5-7b\userlm\20260713_022427_b-n0001,20260713_022427_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-T,userlm,Qwen/Qwen2.5-7B-Instruct,large,morning_peak_cross_city,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\03-large-qwen2.5-7b\userlm\20260713_024016_b-n0001,20260713_024016_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-A,userlm,Qwen/Qwen2.5-7B-Instruct,large,morning_peak_cross_city,focused_commuter,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\03-large-qwen2.5-7b\userlm\20260713_030513_b-n0001,20260713_030513_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-1b68cf148b-T,userlm,Qwen/Qwen2.5-7B-Instruct,large,morning_peak_cross_city,delay_sensitive_traveler,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\03-large-qwen2.5-7b\userlm\20260713_032701_b-n0001,20260713_032701_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-1b68cf148b-A,userlm,Qwen/Qwen2.5-7B-Instruct,large,morning_peak_cross_city,delay_sensitive_traveler,hesitant,piper,vosk,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\03-large-qwen2.5-7b\userlm\20260713_034715_b-n0001,20260713_034715_b-n0001,C-MT-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-69f6541d45-T,userlm,Qwen/Qwen2.5-7B-Instruct,large,midday_transfer,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\03-large-qwen2.5-7b\userlm\20260713_040725_b-n0001,20260713_040725_b-n0001,C-MT-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-69f6541d45-A,userlm,Qwen/Qwen2.5-7B-Instruct,large,midday_transfer,focused_commuter,clean,piper,faster_whisper,16,True,True,True,successful,1.0
