source_run,condition_id,model_comparison_condition_key,condition_state,agent_a_type,agent_b_model,agent_b_llm_size,tts_engine,asr_engine,run_type,scenario_key,persona_key,speech_pattern_key,agent_a_audio_persona,agent_b_audio_persona,phase_order,phase,observation_count,total_processing_sec,mean_processing_sec,maximum_processing_sec,pipeline_success_rate,error_count,misinterpreted_token_count,correction_count,valid_route_parse_rate,candidate_count,evidence_source
20260714_030243_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-f23f563228-T,MC-d53b46b1d73d,completed,tinyllama,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,9,211.632603,23.514733666666665,31.012774,,,,,,,runtime event telemetry; no retrospective substitution
20260713_114621_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-T,MC-8b8f51ff4a72,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,5,0.01429,0.0028580000000000003,0.005108,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_114621_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-T,MC-8b8f51ff4a72,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,5,0.023831,0.0047662,0.008732,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_114621_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-T,MC-8b8f51ff4a72,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,11,9.449463999999999,0.8590421818181817,1.564504,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115209_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,13,363.261079,27.943159923076923,63.63879,,,,,,,runtime event telemetry; no retrospective substitution
20260713_115209_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,13,86.20535,6.6311807692307685,13.023245,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115209_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,13,14.62772,1.1252092307692307,2.088621,1.0,0,30,8,,,runtime event telemetry; no retrospective substitution
20260713_115209_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,6,0.014085,0.0023475,0.006914,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_115209_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,6,0.015373999999999999,0.002562333333333333,0.005193,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_115209_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,13,100.840385,7.756952692307692,15.113253,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115329_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,12,346.87483000000003,28.906235833333337,100.359342,,,,,,,runtime event telemetry; no retrospective substitution
20260713_115329_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,12,84.234821,7.019568416666666,12.927613,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115329_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,12,57.695539,4.807961583333333,8.291675,1.0,0,7,6,,,runtime event telemetry; no retrospective substitution
20260713_115329_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,6,0.012636,0.002106,0.004889,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_115329_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,6,0.02027,0.0033783333333333334,0.007719,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_115329_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,12,141.93624499999999,11.828020416666666,20.372048,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115516_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,20,391.770683,19.58853415,60.550476,,,,,,,runtime event telemetry; no retrospective substitution
20260713_115516_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,20,121.704514,6.0852257000000005,12.491219,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115516_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,20,20.759006,1.0379502999999999,1.9002,1.0,0,36,10,,,runtime event telemetry; no retrospective substitution
20260713_115516_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,10,0.012739,0.0012739000000000001,0.007026,,,,,0.5714285714285714,,runtime event telemetry; no retrospective substitution
20260713_115516_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,10,0.014838,0.0014838,0.006717,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_115516_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,20,142.472714,7.1236356999999995,14.392563,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115626_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,11,366.043543,33.27668572727273,66.694646,,,,,,,runtime event telemetry; no retrospective substitution
20260713_115626_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,11,83.022462,7.547496545454546,11.93999,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_115626_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,11,51.374331,4.670393727272727,7.892023,1.0,0,4,4,,,runtime event telemetry; no retrospective substitution
20260713_115626_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,5,0.012132,0.0024264,0.00464,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_115626_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,5,0.018349999999999998,0.0036699999999999997,0.006083,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_115626_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-d7b5ea0bcf-A,MC-89cbc30ccd79,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,late_event,multi_stop_errand_runner,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,11,134.40262,12.218420000000002,19.643809,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120258_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,9,366.817806,40.757534,65.648419,,,,,,,runtime event telemetry; no retrospective substitution
20260713_120258_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,9,8.319016,0.9243351111111111,1.607813,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120258_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,9,0.208057,0.023117444444444444,0.033975,1.0,0,0,1,,,runtime event telemetry; no retrospective substitution
20260713_120258_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,4,0.0070090000000000005,0.0017522500000000001,0.00322,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_120258_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,4,0.019258,0.0048145,0.006379,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_120258_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,9,8.532237,0.9480263333333334,1.638334,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120538_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,8,307.636303,38.454537875,63.878758,,,,,,,runtime event telemetry; no retrospective substitution
20260713_120538_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,2,text_to_speech,8,7.7431220000000005,0.9678902500000001,1.243322,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120538_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,3,automatic_speech_recognition,8,0.207631,0.025953875,0.033078,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260713_120538_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,4,natural_language_understanding,4,0.026412,0.006603,0.013176,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_120538_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,5,dialogue_management,4,0.020079,0.00501975,0.00586,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_120538_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,6,speech_pipeline,8,7.954843,0.994355375,1.270744,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120820_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,9,367.882338,40.875815333333335,66.411484,,,,,,,runtime event telemetry; no retrospective substitution
20260713_120820_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,9,8.106732,0.9007479999999999,1.544983,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120820_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,9,0.20364400000000002,0.02262711111111111,0.033485,1.0,0,0,1,,,runtime event telemetry; no retrospective substitution
20260713_120820_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,4,0.014869,0.00371725,0.009183,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_120820_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,4,0.018132,0.004533,0.007252,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_120820_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T,MC-189ee924f090,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,9,8.314496,0.9238328888888889,1.574428,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120828_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,8,308.820227,38.602528375,64.431192,,,,,,,runtime event telemetry; no retrospective substitution
20260713_120828_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,2,text_to_speech,8,7.873546,0.98419325,1.658398,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_120828_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,3,automatic_speech_recognition,8,0.214883,0.026860375,0.037014,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260713_120828_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,4,natural_language_understanding,4,0.025095,0.00627375,0.011937,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_120828_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,5,dialogue_management,4,0.020651,0.00516275,0.006486,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_120828_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-T,MC-5fff8784a6e8,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,text_only,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,6,speech_pipeline,8,8.092147,1.011518375,1.683969,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_121130_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,17,358.900208,21.111776941176473,61.586446,,,,,,,runtime event telemetry; no retrospective substitution
20260713_121130_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,17,109.596432,6.44684894117647,12.53967,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_121130_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,17,20.293334,1.1937255294117648,1.926383,1.0,0,30,9,,,runtime event telemetry; no retrospective substitution
20260713_121130_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,8,0.009439,0.001179875,0.004197,,,,,0.6666666666666666,,runtime event telemetry; no retrospective substitution
20260713_121130_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,8,0.014203,0.001775375,0.005157,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_121130_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A,MC-f13f6ad0289a,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,audio_variant,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,17,129.897592,7.641034823529412,14.467211,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_121341_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,MC-99f7ce5218a2,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,8,307.838393,38.479799125,64.015257,,,,,,,runtime event telemetry; no retrospective substitution
20260713_121341_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,MC-99f7ce5218a2,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,2,text_to_speech,8,60.851572,7.6064465,9.828021,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_121341_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,MC-99f7ce5218a2,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,3,automatic_speech_recognition,8,34.436009999999996,4.3045012499999995,7.010774,1.0,0,2,0,,,runtime event telemetry; no retrospective substitution
20260713_121341_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,MC-99f7ce5218a2,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,4,natural_language_understanding,4,0.033163,0.00829075,0.021423,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260713_121341_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,MC-99f7ce5218a2,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,5,dialogue_management,4,0.02214,0.005535,0.005978,,,,,,4,runtime event telemetry; no retrospective substitution
20260713_121341_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,MC-99f7ce5218a2,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,6,speech_pipeline,8,115.412441,14.426555125,19.154625,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260713_121634_b-n0001,C-HA-FC-HESIT-PIP-FWH-QQ515-PTB-MED-I0-026af9e0e0-A,MC-99f7ce5218a2,completed,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,audio_variant,hospital_appointment,focused_commuter,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,3,0.0019820000000000003,0.0006606666666666667,0.001649,,,,,,,runtime event telemetry; no retrospective substitution
